0;122;48
1;224;75
2;327;104
3;433;133
4;528;161
5;639;189
6;795;131
7;946;187
8;1051;159
9;1154;132
10;1259;103
11;1359;77
12;1466;46
13;1516;355
14;1394;352
15;1274;355
16;1152;356
17;1035;357
18;913;354
19;795;356
20;674;354
21;557;356
22;432;356
23;312;356
24;192;355
25;72;355
26;119;664
27;222;633
28;326;605
29;428;578
30;532;551
31;639;523
32;794;577
33;950;524
34;1052;550
35;1155;582
36;1252;606
37;1364;633
38;1459;661
